ItemNum,ItemStem_Text,Answer__A,Answer__B,Answer__C,Answer__D,Answer__E,Answer__F,Answer__G,Answer__H,Answer__I,Answer__J,Answer_Key,Answer_Text,ItemType,EXAM,Difficulty,Response_Time
575,"A 63-year-old man is brought to the emergency department because of a 4-day history of increasingly severe left leg pain and swelling of his left calf. He also has a 1-month history of increasingly severe upper midthoracic back pain. During this time, he has had a 9-kg (20-lb) weight loss despite no change in appetite. He has no history of major medical illness. His only medication is ibuprofen. He is 180 cm (5 ft 11 in) tall and weighs 82 kg (180 lb); BMI is 25 kg/m2. His vital signs are within normal limits. On examination, lower extremity pulses are palpable bilaterally. The remainder of the physical examination shows no abnormalities. An x-ray of the thoracic spine shows no abnormalities. A CT scan of the abdomen shows a 3-cm mass in the body of the pancreas; there are liver metastases and encasement of the superior mesenteric artery. Ultrasonography of the left lower extremity shows a femoropopliteal venous clot. Which of the following is the most likely cause of this patientâ€™s symptoms?",Carcinoid syndrome,Hypercoagulability from advanced malignancy,Multiple endocrine neoplasia,Splenic artery aneurysm and embolic disease of the left lower extremity,Superior mesenteric artery syndrome,,,,,,B,Hypercoagulability from advanced malignancy,Text,STEP 1,0.1,113.38
26,"A 35-year-old man is brought to the emergency department because of altered mental status. He is disoriented and reports problems with his vision. You have been his physician for the past 3Â years. He has type 1 diabetes mellitus and a known history of intravenous drug use. You last saw him 2Â weeks ago; at that visit his serum glucose concentration was 150Â mg/dL 3Â hours after eating. Today, vital signs are temperature 38.1Â°C (100.5Â°F), pulse 110/min, and blood pressure 190/70Â mmÂ Hg. On physical examination pupils are constricted; funduscopic examination of the left eye following dilation is shown. Which of the following is the most appropriate test at this time?",Blood cultures,Chest x-ray,Hemoglobin A1c level,HIV antibody titer,Plasma renin activity,,,,,,A,Blood cultures,PIX,STEP 3,0.76,92.07
292,"A 37-year-old man comes to the physician for a routine health maintenance examination. He has no history of serious illness and takes no medications. He does not smoke cigarettes, and he exercises four times weekly. His mother died of colon cancer at the age of 76 years. He is 183 cm (6 ft 0 in) tall and weighs 100 kg (220 lb); BMI is 30 kg/m2. Pulse is 68/min and blood pressure is 138/74 mm Hg. The remainder of the examination shows no abnormalities. Which of the following is the most appropriate next step?",Test of the stool for occult blood,Complete blood count,Measurement of serum thyroid-stimulating hormone concentration,Serum lipid studies,No further evaluation is necessary,,,,,,D,Serum lipid studies,Text,STEP 2,0.26,57.91
325,"A 32-year-old man comes to the physician because he has had difficulty focusing on tasks at work and at home during the past 2 months. He works as an automobile mechanic. He has had a lot of energy for work but often is distracted to the point that he does not complete assigned tasks. He frequently stops working on his own tasks to attempt to develop greater efficiency in his shop. He states that he is delighted with his newfound energy and reports that he now needs only 4 hours of sleep nightly. He has no history of psychiatric illness. He always performed well in school. He has a history of drinking alcohol excessively and using methamphetamines and cocaine during his 20s, but he has not consumed alcohol or used illicit drugs for the past 3 years. His temperature is 37Â°C (98.6Â°F), pulse is 60/min, and blood pressure is 125/80 mm Hg. Physical examination shows no abnormalities. On mental status examination, he describes his mood as ""good."" He has a labile affect. His speech is rapid in rate but normal in rhythm, and his thought process is organized. Short- and long-term memory are intact. Attention and concentration are fair; he makes no errors when performing serial sevens, and he can repeat seven digits forward and five in reverse sequence. He has had no delusions or hallucinations. Which of the following is the most likely diagnosis?",Antisocial personality disorder,Attention-deficit/hyperactivity disorder,Bipolar disorder,Borderline personality disorder,Major depressive disorder,,,,,,C,Bipolar disorder,Text,STEP 2,0.3,93.96
594,"A 65-year-old retired man comes to the office for a health maintenance examination. He has no history of major medical illness and takes no medications. He lives in a single-family home with his cat and dog. He spends much of his time in his basement woodworking shop. He does not smoke. His temperature is 37.0Â°C (98.6Â°F), pulse is 84/min, respirations are 12/min, and blood pressure is 138/88 mm Hg. Physical examination shows no cyanosis. The lungs are clear. Cardiac examination shows no abnormalities. Extremity examination shows no edema. The patient wishes to mitigate his risk for pulmonary disease. This patient is at increased risk for lung cancer because of which of the following environmental exposures?",Indoor cleaning chemicals,Pet dander,Polyurethane,Radon,Sawdust,,,,,,D,Radon,Text,STEP 1,0.76,69.19
171,"A previously healthy 27-year-old man comes to the physician 4 weeks after noticing three nontender lesions on his penis. He says they have not changed in size. He is sexually active with multiple male and female partners and uses condoms inconsistently. He takes no medications. He drinks two to five beers on social occasions. He occasionally smokes marijuana. His temperature is 36.9Â°C (98.4Â°F). There is no lymphadenopathy. Examination shows three sessile, flesh-colored lesions on the shaft of the penis that are 10 mm in diameter. On application of a dilute solution of acetic acid, the lesions turn white. The remainder of the examination shows no abnormalities. Which of the following is the most appropriate next step in management?",Topical ganciclovir therapy,Oral acyclovir therapy,Oral doxycycline therapy,Intramuscular penicillin therapy,Cryotherapy,,,,,,E,Cryotherapy,Text,STEP 2,0.4,62.53
250,"A 79-year-old woman is brought to the emergency department by ambulance several minutes after collapsing while attending church. She regained consciousness 5Â minutes later en route to the emergency department. On arrival, she is oriented only to person. She feels nauseated and light-headed. Her daughter says she has a history of hypertension treated with hydrochlorothiazide and lisinopril but that she has not taken the medications during the past 4Â weeks because she can no longer afford them. Vital signs are temperature 36.0Â°C (96.8Â°F), pulse 180/min, respirations 16/min, and blood pressure 75/30Â mmÂ Hg. Pulse oximetry on room air shows an oxygen saturation of 88%. The patient is mildly diaphoretic and cool to the touch. Breath sounds are equal bilaterally. Pulses in all four extremities are weakly palpable. Oxygen is administered by face mask, and an infusion of 0.9%Â saline is administered. ECG is obtained and shown. Which of the following is the most appropriate next step?",Administration of amiodarone,Administration of diltiazem,Cardioversion,Consultation with a cardiologist,,,,,,,C,Cardioversion,PIX,STEP 3,0.78,94.71
557,"A 58-year-old woman is brought to the office by her husband because of a 6-week history of increasing confusion. Her husband says that, initially, she had difficulty doing â€œnormalâ€ things, such as preparing meals. Since then, she has become progressively less able to care for herself or even use a telephone. During this time, she also has had increased anxiety and restlessness. She has type 2 diabetes mellitus well controlled with an oral hypoglycemic agent. She is alert and appears anxious. She is oriented to person but not to place or time. She startles when the door to the examination room is slammed shut. Her temperature is 36.8Â°C (98.2Â°F), pulse is 78/min and regular, and blood pressure is 132/94Â mmÂ Hg. Physical examination shows no other abnormalities. On neurologic examination, she can repeat three objects immediately but is unable to recall them after 3Â minutes. She is unable to copy a drawing of a cube. Results of a complete blood count and serum electrolyte concentrations are within the reference ranges. Her serum glucose concentration is 155Â mg/dL. CT scan of the head shows no abnormalities. Which of the following is the most appropriate next step in diagnosis?",Determination of hemoglobin A1c,Measurement of cerebrospinal fluid 14-3-3 protein concentration,Measurement of cerebrospinal fluid beta amyloid concentration,Measurement of cerebrospinal fluid methylmalonic acid concentration,Measurement of serum angiotensin-converting enzyme activity,Serum protein electrophoresis,,,,,B,Measurement of cerebrospinal fluid 14-3-3 protein concentration,Text,STEP 2,0.4,98.26
642,"A 52-year-old woman with typeÂ 2 diabetes mellitus comes to the office for a follow-up examination. Two weeks ago, she was treated with amoxicillin for a urinary tract infection. At that time, her blood pressure was 165/98 mm Hg, and serum creatinine concentration was 1.2 mg/dL; lisinopril therapy was also begun. During the past week, she has had increased swelling of the lower extremities and shortness of breath. Her dysuria has resolved. She appears anxious. Temperature is 36.8Â°C (98.2Â°F), pulse is 110/min, respirations are 20/min, and blood pressure is 185/105 mm Hg. Diffuse bilateral crackles are heard on pulmonary examination. An S3 gallop is heard. There is 3+ pitting bilateral pretibial edema. Results of laboratory studies are shown: Serum Â  â€ƒUrea nitrogen 45 mg/dL â€ƒCreatinine 4 mg/dL Urine Â  â€ƒSpecific gravity 1.010 â€ƒBlood none â€ƒHyaline casts moderate numbersWhich of the following is the most likely diagnosis?",Acute glomerulonephritis,Acute interstitial nephritis,Acute kidney injury,Acute obstructive uropathy,Intravascular volume depletion,,,,,,C,Acute kidney injury,Text,STEP 2,0.84,131.75
266,A 62-year-old woman comes to the physician because of low back pain for 1 week. Menopause occurred 10 years ago. Physical examination shows localized tenderness over the lumbar spine after movement. X-rays of the spine show a compression fracture of L1-2. A DEXA scan shows decreased bone mineral density. Serum calcium and phosphorus concentrations and serum alkaline phosphatase activity are within the reference ranges. A bisphosphonate drug is prescribed. The expected beneficial effect of this drug is most likely due to which of the following actions?,Decreased insulin-like growth factor-1 concentration,Decreased osteoclast activity,Decreased osteoprotegerin production,"Increased 1,25-dihydroxycholecalciferol concentration",Increased osteoblast activity,Increased receptor activator of NF-ÎºB ligand (RANKL) production,,,,,B,Decreased osteoclast activity,Text,STEP 1,0.36,71.28
493,"A 34-year-old woman with myasthenia gravis comes to the emergency department because of a 2-day history of increasing weakness, shortness of breath, and abdominal cramping. Current medications are prednisone and pyridostigmine. Her temperature is 37Â°C (98.6Â°F), pulse is 45/min, and respirations are 25/min and shallow. Her voice is soft and hypernasal, and she coughs weakly when swallowing water. Breath and heart sounds are normal. Pulmonary testing shows inability to generate a normal negative inspiratory force during forced inspiration. The abdomen is soft and nontender, with increased bowel sounds. Muscle strength is 4/5 diffusely, with severe, continuous, and diffuse fasciculations. Deep tendon reflexes are sluggish, but symmetric. Which of the following is the most likely cause of this patient's weakness?",Aspiration pneumonia,Guillain-BarrÃ© syndrome,Insufficient dose of prednisone,Motor neuron disease,Pyridostigmine overdose,,,,,,E,Pyridostigmine overdose,Text,STEP 1,0.68,135.65
384,"A 22-year-old woman comes to the emergency department because of a 5-day history of sore throat and fever. During the past 3Â days, she also has noticed a change in her voice and has had increased pain with swallowing. She has been taking acetaminophen since her symptoms began. Medical history is unremarkable and she takes no routine medications. Vital signs are temperature 40.0Â°C (104.0Â°F), pulse 130/min, respirations 18/min, and blood pressure 102/66Â mmÂ Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Examination of the oropharynx shows erythema, edema, and anterior displacement of the right side of the soft palate. The uvula is deviated to the left. There is a white exudate on the right tonsil. Trismus is noted. Palpation of the neck discloses enlarged, tender, mobile anterior cervical lymph nodes. In addition to antibiotic therapy, which of the following is the most appropriate management?",Incision and drainage,Intravenous methylprednisolone therapy,Oral nystatin therapy,Salt water gargle,Tonsillectomy,,,,,,A,Incision and drainage,Text,STEP 3,0.46,62.59
546,A 14-year-old girl is brought to the office by her mother because of a 3-month history of red bumps on her skin. The patient says the bumps are not itchy or painful but that she finds them embarrassing. She has no history of major medical illness and takes no medications. Her vital signs are within normal limits. Physical examination shows the findings in the photograph. Which of the following is the most likely diagnosis?,Eczema,Folliculitis,Hidradenitis,Keratosis pilaris,Urticaria,,,,,,D,Keratosis pilaris,PIX,STEP 1,0.78,57.79
241,"A 67-year-old woman is brought to the emergency department 30 minutes after she had a generalized tonic-clonic seizure. Her family says that she seemed mildly confused before her eyes rolled backward and she had the onset of uncontrollable jerking movements of her arms and legs and loss of consciousness. During the seizure, she passed urine and bit her tongue. At the scene, her vital signs were within normal limits. She has a 6-month history of a 7-kg (15-lb) weight loss despite no changes in appetite. She received the diagnosis of small cell carcinoma of the lung last week and has not begun treatment. She has hypertension well controlled with lisinopril. On arrival, she is awake but does not respond to verbal stimuli. She is not in distress. Her temperature is 37Â°C (98.6Â°F), pulse is 70/min, and blood pressure is 130/88 mm Hg while supine. Examination shows no abnormalities. Laboratory studies show: Serum Â  â€ƒNa+ 115 mEq/L â€ƒK+ 4 mEq/L â€ƒClâˆ’ 81 mEq/L â€ƒHCO3âˆ’ 25 mEq/L â€ƒUrea nitrogen 9 mg/dL â€ƒGlucose 102 mg/dL â€ƒCreatinine 0.6 mg/dL Urine Â  â€ƒSodium 60 mEq/L â€ƒPotassium 20 mEq/L â€ƒOsmolality 900 mOsmol/kg H2OWhich of the following is the most likely diagnosis?",Adrenal insufficiency,Diuretic abuse,Heart failure,Syndrome of inappropriate secretion of ADH (vasopressin),Water intoxication,,,,,,D,Syndrome of inappropriate secretion of ADH (vasopressin),Text,STEP 1,0.18,138.0
411,"A 65-year-old woman has congestive heart failure for which she is treated with an appropriate drug regimen including an ACE inhibitor. Because of insufficient improvement in her symptoms of dyspnea on exertion and edema, the physician prescribes a second agent that results in hyperkalemia. This adverse effect most likely resulted from a drug that targets which of the following labeled locations in the diagram of a nephron?",A,B,C,D,E,,,,,,E,E,PIX,STEP 1,0.16,44.85
146,A 53-year-old man comes to the physician because of a dry scaly rash on his body for the past year. He has had a 15-kg (33-lb) weight loss during the past year. He is 178 cm (5 ft 10 in) tall and now weighs 54 kg (120 lb); BMI is 17 kg/m2. His stools have a large volume and float. Which of the following nutrient deficiencies is most likely?,Magnesium,Vitamin A,Vitamin B12 (cobalamin),Vitamin C,Zinc,,,,,,B,Vitamin A,Text,STEP 1,0.2,52.99
476,"A 22-year-old woman comes to the office because of a 3-day history of cold symptoms and a 1-week history of progressive fatigue. Six weeks ago, she received a kidney transplant from a living, related donor. Immediately after the operation, she received monoclonal anti-CD3 therapy. Current medications are azathioprine, cyclosporine, and prednisone. Her temperature is 39Â°C (102.2Â°F). Physical examination shows a well-healed surgical scar. Serum studies show that her urea nitrogen and creatinine concentrations have tripled. A diagnosis of allograft rejection is suspected. In addition, this patient's clinical presentation is best explained by an infection with which of the following agents?",Adenovirus,BK virus,Epstein-Barr virus,Herpes simplex virus,Varicella-zoster virus,,,,,,B,BK virus,Text,STEP 1,0.8,87.16
282,"A 26-year-old woman comes to the office 1 day after she passed bloody mucus with her stool. She noticed mild abdominal cramping and some constipation preceding the episode; she has not had diarrhea or melanotic stools. She has not had any exposure to unusual or poorly kept food or to any known infectious agents. She says she has been under considerable stress because she is anticipating the defense phase of her PhD thesis soon. Her only medication is acetaminophen for occasional headaches. Her father had colon cancer and died at age 48 years from metastatic disease. She recalls being told that an aunt died of an unknown abdominal tumor. The patient's temperature is 37.6Â°C (99.6Â°F), pulse is 90/min, respirations are 18/min, and blood pressure is 110/74 mm Hg. Abdomen is mildly distended, nontympanitic, and tender to palpation only in the right lower quadrant. There is no rebound tenderness or guarding. Pelvic examination shows no masses or mucosal lesions. Rectal examination elicits pain and bloody mucus. Which of the following is the most appropriate diagnostic study?",Colonoscopy,Esophagogastroduodenoscopy,Lower gastrointestinal barium study,Ultrasonography of the appendix,Upper gastrointestinal barium study with small-bowel follow-through,,,,,,A,Colonoscopy,Text,STEP 3,0.18,89.44
21,A 55-year-old man has had crushing substernal chest pain on exertion over the past 6 weeks. He had a myocardial infarction 2 months ago. He takes nitroglycerin as needed and one aspirin daily. He has smoked two packs of cigarettes daily for 30 years. Examination shows normal heart sounds and no carotid or femoral bruits. Treatment with a Î²-adrenergic blocking agent is most likely to improve his symptoms due to which of the following mechanisms?,Decreasing myocardial contractility,Dilating the coronary arteries,Peripheral vasodilation,Preventing fibrin and platelet plugs,,,,,,,A,Decreasing myocardial contractility,Text,STEP 2,0.36,67.76
131,"A 37-year-old man comes to the physician because of nonradiating low back pain for 3 days. The pain began after he worked in his yard. He has not had any change in bowel movements or urination. He had one similar episode 3 years ago that resolved spontaneously. Vital signs are within normal limits. Examination of the back shows bilateral paravertebral muscle spasm. Range of motion is limited by pain. Straight-leg raising is negative. In addition to analgesia, which of the following is the most appropriate next step in management?",Bed rest,Regular activity,X-rays of the spine,MRI of the spine,Lumbar spine traction,,,,,,B,Regular activity,Text,STEP 2,0.4,46.79
386,A 14-year-old boy is brought to the physician because of a 2-day history of a sore throat and fever that peaks in the late afternoon. He also has a 1-week history of progressive fatigue. He recently began having unprotected sexual intercourse with one partner. He appears ill. His temperature is 39Â°C (102.2Â°F). Physical examination shows cervical lymphadenopathy and pharyngeal erythema with a creamy exudate. Which of the following is the most likely diagnosis?,Candidiasis,Herpangina,Infectious mononucleosis,Mumps,Syphilis,,,,,,C,Infectious mononucleosis,Text,STEP 1,0.16,73.17
419,"A 3-week-old male infant is brought to the office by his mother because of a 2-day history of white lesions in the mouth. The infant was born at term via uncomplicated spontaneous vaginal delivery; he has been breast-feeding well and is urinating and having bowel movements normally. At birth, he weighed 3289Â g (7Â lbÂ 4Â oz; 30thÂ percentile). Today, he weighs 3629Â kg (8Â lb; 25thÂ percentile). He appears adequately hydrated. Vital signs are normal. Physical examination discloses white patches on the tongue and buccal mucosa that do not come off when gently scraped with a tongue blade. Which of the following is the most appropriate pharmacotherapy?",Acyclovir,Fluconazole,Nystatin,Valacyclovir,No pharmacotherapy is necessary,,,,,,C,Nystatin,Text,STEP 3,1.06,57.62
364,"A 16-year-old girl is brought to the office by her mother because she is concerned that she may have contracted meningitis from her soccer teammate, who was diagnosed with meningococcal meningitis and admitted to the hospital yesterday. The patient's soccer team traveled to a neighboring state to participate in a tournament 1Â week ago and she shared a hotel room with the girl who was hospitalized. The patient feels well but is concerned she may have ""caught the same bug."" Medical history is remarkable for asthma. Medications include inhaled albuterol. Vital signs are temperature 37.2Â°C (98.9Â°F), pulse 64/min, respirations 16/min, and blood pressure 107/58Â mmÂ Hg. Physical examination shows no abnormalities. Which of the following is the most appropriate intervention for this patient at this time?",Administer the meningococcal vaccine,Prescribe doxycycline,Prescribe penicillin,Prescribe rifampin,Assure the patient that no anti-infective prophylaxis is necessary,,,,,,D,Prescribe rifampin,Text,STEP 3,0.94,59.49
341,"A 33-year-old woman comes to the physician because of a 2-day history of mild nausea, increased urinary urgency and frequency, and constipation. She also has had a 4.5-kg (10-lb) weight loss during the past 2 weeks and a 3-week history of vaginal bleeding. Pelvic examination shows a nodular cervix with an irregular, friable posterior lip, and a rock-hard, irregular, immobile pelvic mass that extends across the pelvis. Examination of biopsy specimens from the cervix and anterior wall of the vagina show well-differentiated keratinizing squamous cell carcinoma. Which of the following best describes the pathogenesis of this patient's disease?",Inactivation of cellular p53,Insertion of viral promotors adjacent to cellular growth factor genes,Specialized transduction,Transactivation of cellular growth factor genes by TAX,Translocation of CMYC to an Ig gene promoter,,,,,,A,Inactivation of cellular p53,Text,STEP 1,0.54,81.49
7,"A 7-month-old infant, who was recently discharged from the hospital following an episode of enteritis and dehydration, has persistent watery diarrhea. His mother feeds him cow-milk formula and a variety of strained fruits and vegetables. On physical examination, his temperature is 37.4Â°C (99.3Â°F), his mucous membranes are dry, and his abdomen is slightly distended. No other abnormalities are seen. The problem is most likely related to which of the following?",Fructose intolerance,Transient lactase deficiency,Magnesium deficiency,Regional enteritis,Allergy to orange juice,,,,,,B,Transient lactase deficiency,Text,STEP 3,0.52,63.06
105,"A 67-year-old man with bronchogenic carcinoma returns to the office for follow-up of confusion and lethargy that have been gradually increasing during the past 3Â weeks. CT scan of the head 4Â weeks ago showed no metastases. Current medications include inhaled bronchodilator medication and oxycodone for pain. The patient is 185Â cm (6Â ftÂ 1Â in) tall and weighs 61Â kg (135Â lb); BMI is 18Â kg/m2. Vital signs are normal. Physical examination shows generalized muscle wasting. Auscultation of the lungs discloses scattered rhonchi in all fields and expiratory wheezes. On mental status examination, the patient is oriented to self, place, and year. She recalls 1 of 3 words at 5 minutes. Results of laboratory studies are shown: Serum Â  â€ƒNa+ 125 mEq/L â€ƒK+ 3.2 mEq/L â€ƒClâˆ’ 100 mEq/L â€ƒHCO3âˆ’ 25 mEq/L Blood Â  â€ƒHematocrit 32.2% â€ƒHemoglobin 11.2 g/dLWhich of the following is the most appropriate study to order at this time?",24-Hour urine collection for creatinine clearance,Determination of am serum cortisol concentration,Determination of serum iron concentration,Determination of serum magnesium concentration,Determination of urine sodium concentration,,,,,,E,Determination of urine sodium concentration,Text,STEP 3,0.3,93.27
158,"A previously healthy 17-year-old girl comes to the emergency department because of a 5-day history of progressive lower abdominal pain, fever, and malodorous vaginal discharge. Menarche was at the age of 12 years, and her last menstrual period was 2 weeks ago. She is sexually active with one male partner and uses a combination contraceptive patch. Her temperature is 37.8Â°C (100Â°F), pulse is 90/min, respirations are 22/min, and blood pressure is 110/70 mm Hg. Abdominal examination shows severe lower quadrant tenderness bilaterally. Pelvic examination shows a purulent cervical discharge, cervical motion tenderness, and bilateral adnexal tenderness. Her hemoglobin concentration is 10.5 g/dL, leukocyte count is 13,000/mm3, and platelet count is 345,000/mm3. A urine pregnancy test is negative. Which of the following is the most appropriate pharmacotherapy?",Oral azithromycin,Vaginal clindamycin,Intravenous penicillin and vancomycin,Intramuscular ceftriaxone and oral doxycycline,Intravenous oxacillin and metronidazole,,,,,,D,Intramuscular ceftriaxone and oral doxycycline,Text,STEP 2,0.86,98.19
331,"A 32-year-old woman comes to the office because of a 2-week history of burning rectal pain and bleeding. She says, ""The pain is like being burned with a hot poker."" The pain is at its worst when she has a bowel movement and for approximately 20 minutes after defecation. She rates the pain at its worst as an 8 on a 10-point scale. She has noticed small amounts of bright red blood on the toilet paper when wiping, as well as drops of blood on her underwear. Medical history is unremarkable and she takes no medications. BMI is 28Â kg/m2. Vital signs are normal. Abdominal examination discloses no abnormalities. The patient has pain during rectal examination. Anoscopy shows a small tear in the anal mucosa. Test of the stool for occult blood is positive. Which of the following is the most appropriate next step in management?",Colonoscopy,Excision and drainage,Internal banding,Oral docusate,Sclerotherapy,,,,,,D,Oral docusate,Text,STEP 3,0.34,65.05
340,"A 40-year-old woman, gravida 2 para 2, comes to the office because of bulging veins in her legs that have slowly become more visible since she first noticed them 2Â years ago. She says they seem to worsen when she stands for long periods of time, but she reports no associated pain. She is concerned that this problem may be life-threatening. Medical history is otherwise unremarkable and she takes no medications. Both of her pregnancies resulted in uncomplicated vaginal deliveries at 40Â weeks' gestation. BMI is 23Â kg/m2. Vital signs are normal. Physical examination discloses compressible veins in both lower extremities below the knees that are worse on the left. The remainder of the examination discloses no abnormalities. Which of the following is the most appropriate next step?",Compression stockings,Surgical ligation of the largest veins,Venography,Venous duplex ultrasonography,Warfarin therapy,,,,,,A,Compression stockings,Text,STEP 3,0.12,44.93
57,"A 19-year-old college student comes to the physician because of vaginal irritation and pain with urination for 5 days.  Two weeks ago, she had streptococcal pharyngitis treated with amoxicillin.  She has been sexually active with two partners over the past year; she uses condoms for contraception.  Her last menstrual period was 1 week ago.  Her temperature is 37.2Â°C (99Â°F), and blood pressure is 90/60 mm Hg.  Pelvic examination shows erythema of the vulva and vagina and a thick white vaginal discharge.  The pH of the discharge is 4.  Which of the following is the most likely cause of these findings?",Bacterial vaginosis,Candidiasis,Chlamydia trachomatis infection,Escherichia coli infection,Neisseria gonorrhoeae infection,Trichomoniasis,,,,,B,Candidiasis,Text,STEP 2,0.16,48.02
223,"An 18-year-old man with a 12-year history of type 1 diabetes mellitus comes to the physician for a follow-up examination.  Medications include 25 U of NPH insulin and 10 U of regular insulin in the morning and 10 U of NPH insulin and 10 U of regular insulin before dinner.  His hemoglobin A1c was 14.5% 12 weeks ago.  His current pulse is 80/min, respirations are 20/min, and blood pressure is 145/95 mm Hg.  Examination shows scattered retinal microaneurysms bilaterally. The remainder of the examination shows no other abnormalities.  Laboratory studies show: Hemoglobin A1c 13% Serum Â  â€ƒNa+ 130 mEq/L â€ƒK+ 3.2 mEq/L â€ƒClâˆ’ 101 mEq/L â€ƒHCO3âˆ’ 23 mEq/L â€ƒGlucose 325 mg/dL â€ƒCreatinine 1.5 mg/dL â€ƒCholesterol 350 mg/dL Urine Â  â€ƒBlood negative â€ƒGlucose 4+ â€ƒProtein 1+ â€ƒKetones negativeWhich of the following is the most likely renal diagnosis?",Cholesterol renal emboli,Diabetic nephropathy,Hypertensive glomerulosclerosis,Hypokalemic nephropathy,Sodium-losing nephropathy,,,,,,B,Diabetic nephropathy,Text,STEP 2,0.1,83.44
661,"A 23-year-old man comes to the clinic to establish care after moving to the area for his first job since graduating from college. He has felt well. Medical history is remarkable for Hodgkin lymphoma diagnosed 10 years ago, which was treated with radiation therapy and a chemotherapy regimen of vinblastine, doxorubicin, methotrexate, and prednisone. BMI is 20 kg/m2. Vital signs are within normal limits. The patient appears well. Physical examination discloses no abnormalities. Which of the following screening studies is most appropriate to include in this patient's annual examinations?",Bone marrow aspiration and complete blood count,"CT scan of the chest, abdomen, and pelvis",Echocardiography,Fine-needle aspiration biopsy of the thyroid gland,Nerve conduction studies,,,,,,C,Echocardiography,Text,STEP 3,0.3,62.21
50,"A 16-year-old boy is admitted to the emergency department because of a knife wound to the left side of his chest. An x-ray of the chest shows an air-fluid level in the left side of the chest, partial collapse of the left lung, and elevation of the stomach bubble. The mediastinum is in the midline. Which of the following is the most likely diagnosis?","Hemopneumothorax, not under tension","Hemothorax, not under tension","Pneumothorax, not under tension",Tension hemopneumothorax,Tension hemothorax,Tension pneumothorax,,,,,A,"Hemopneumothorax, not under tension",Text,STEP 1,0.84,91.56
457,"A 58-year-old man comes to the physician because of a 6-month history of an enlarging mass in his left scrotum. Physical examination shows a soft, nontender, 2-cm mass in the left scrotum inferior to the inguinal canal; the right testis is normal. Scrotal ultrasonography is done; longitudinal color Doppler images through the mass are shown at rest (Baseline) and during a Valsalva maneuver. Based on the findings shown, there is abnormal dilation of which of the following?",Cremasteric artery,Pampiniform plexus,Testicular artery,Testicular vein,,,,,,,B,Pampiniform plexus,PIX,STEP 1,0.4,79.81
588,"A 19-year-old man who is in the US Army is brought to the emergency department 45Â minutes after he sustained a knife wound to the right side of his chest during an altercation. He has no history of major medical illness and takes no medications. His temperature is 36.9Â°C (98.4Â°F), pulse is 110/min, respirations are 24/min, and blood pressure is 114/76Â mmÂ Hg. Pulse oximetry on room air shows an oxygen saturation of 94%. On physical examination, the trachea appears to be shifted to the left. Pulmonary examination of the right chest is most likely to show which of the following findings?",Decreased dull decreased,Decreased hyperresonant decreased,Decreased hyperresonant dull,Increased dull bronchial,Increased  dull decreased,,,,,,B,Decreased hyperresonant decreased,Text,STEP 1,0.16,68.75
62,"A 57-year-old man receives radiation therapy for a squamous cell carcinoma of the lung. Despite therapy, the tumor progressively increases in size, and he dies 6 months later. His tumor cells contain a point mutation in the p53 gene (TP53), leading to an inactive gene product. Based on this finding, the progressive tumor growth despite irradiation therapy is most likely to be related to a defect in cell cycle arrest in which of the following phases of the cell cycle?",G0,G1,G2,M,S,,,,,,B,G1,Text,STEP 1,0.4,63.04
653,"A 67-year-old woman with congenital bicuspid aortic valve is admitted to the hospital because of a 2-day history of feverÂ and chills. Current medication is lisinopril. TemperatureÂ is 38.0Â°C (100.4Â°F), pulse is 90/min, respirations are 20/min, and blood pressure is 110/70 mm Hg. Cardiac examination showsÂ a grade 3/6 systolic murmur that is best heard over the second right intercostal space. Blood culture grows viridans streptococci susceptible to penicillin. In addition to penicillin,Â an antibiotic synergistic to penicillin is administered that may help shorten the duration of this patient's drug treatment. Which of the following is the most likelyÂ mechanism of action of this additional antibiotic on bacteria?",BindingÂ to DNA-dependent RNA polymerase,BindingÂ to the 30S ribosomal protein,CompetitionÂ withÂ p-aminobenzoic acid,InhibitionÂ of dihydrofolate reductase,InhibitionÂ of DNA gyrase,,,,,,B,BindingÂ to the 30S ribosomal protein,Text,STEP 1,0.5,102.86
42,"A 16-year-old high school student, whose prenatal course you have managed, delivers a 3256-g (7-lb 3-oz) baby girl during the night with the assistance of your associate. On morning rounds you note that the delivery records report that she had mildly elevated blood pressure during labor and sustained an estimated third-stage blood loss of 500Â mL. Today blood pressure is 132/84Â mmÂ Hg, she is afebrile, and deep tendon reflexes are normal. The uterine fundus is firm and at the level of the umbilicus, and her perineum is slightly edematous. Hematocrit is 33%. She is cuddling her infant and normal bonding seems to be occurring. Which of the following is the most important next step in management?",Begin oral ferrous sulfate,Begin oral methyldopa,Institute fundal massage,Order daily sitz baths,Provide education for well-baby care,,,,,,E,Provide education for well-baby care,Text,STEP 3,0.52,75.61
380,"A 14-year-old girl is brought to the physician by her mother for a well-child examination. Vital signs are within normal limits. On breast examination, the areolae are 3Â cm in diameter and form a secondary mound bilaterally. Cardiopulmonary and abdominal examinations show no abnormalities. Pelvic examination shows dark, curly, coarse hair that spreads sparsely over the pubic area but not over the thighs. Which of the following is the most accurate assessment of this patient's development?",Delayed  delayed,Delayed  normal,Normal delayed,Normal normal,,,,,,,D,Normal normal,Text,STEP 2,0.46,56.36
